BEAD	W	58.597161	22.793912	10.247012
BEAD	W	65.135861	5.663601	5.793901
BEAD	W	9.217653	61.174090	63.007236
BEAD	W	65.680386	10.477032	30.286781
BEAD	W	45.503394	26.700880	35.114247
BEAD	W	7.103401	44.787705	33.151370
BEAD	W	20.096172	71.724227	37.125627
BEAD	W	39.366093	37.245309	19.629197
BEAD	W	68.848991	71.218705	16.727432
BEAD	W	69.378997	16.365174	64.686547
BEAD	W	11.416619	28.676772	65.344468
BEAD	W	69.788562	50.113632	43.441557
BEAD	W	68.824587	4.741207	26.323979
BEAD	W	34.949972	53.782102	43.078798
BEAD	W	57.560138	30.284751	48.097377
BEAD	W	10.287439	58.352591	64.329702
BEAD	W	30.382460	27.355660	6.370691
BEAD	W	65.849811	23.009069	38.800943
BEAD	W	56.980486	70.898467	30.862705
BEAD	W	68.991556	51.665389	44.411621
BEAD	W	47.182182	29.766565	40.227288
BEAD	W	2.664099	7.181651	16.316079
BEAD	W	61.067484	52.841345	7.604502
BEAD	W	67.160715	45.858592	0.816396
BEAD	W	48.833184	5.401847	4.347207
BEAD	W	54.505741	8.752486	23.266440
BEAD	W	53.456911	70.578608	56.066413
BEAD	W	28.261900	35.770198	24.187362
BEAD	W	47.163313	1.709300	44.585026
BEAD	W	12.391204	3.965105	71.389195
BEAD	W	50.794109	10.214739	46.626809
BEAD	W	2.385598	64.251456	38.855904
BEAD	W	19.983070	33.545881	16.775891
BEAD	W	3.415106	40.369514	53.219954
BEAD	W	7.074062	35.601966	63.929650
BEAD	W	59.224272	4.966998	61.834188
BEAD	W	49.988695	64.551022	42.968965
BEAD	W	22.867743	20.818989	47.111204
BEAD	W	68.325943	19.417561	65.798005
BEAD	W	2.573229	42.763142	31.202545
BEAD	W	31.601845	34.268114	20.904822
BEAD	W	27.495897	26.544733	45.469149
BEAD	W	55.064105	47.172876	21.311288
BEAD	W	57.195353	67.462789	44.761667
BEAD	W	13.517453	44.646528	3.512955
BEAD	W	35.265084	20.407919	71.512990
BEAD	W	32.093089	14.832014	14.945666
BEAD	W	46.505274	31.629827	43.708732
BEAD	W	51.032395	2.056566	25.059857
BEAD	W	54.286504	63.010035	51.633521
BEAD	W	19.918601	43.904623	2.109919
BEAD	W	48.902652	14.717933	4.899238
BEAD	W	47.136037	37.430028	66.663205
BEAD	W	11.775523	3.964585	6.402012
BEAD	W	8.644034	62.005058	23.966217
BEAD	W	35.882539	31.902709	37.879788
BEAD	W	69.009616	39.447057	17.808905
BEAD	W	24.539695	40.800608	39.080181
BEAD	W	42.122225	48.952360	56.166312
BEAD	W	16.169697	26.764982	37.571155
BEAD	W	54.040975	5.716821	67.014005
BEAD	W	18.415829	32.865982	10.662640
BEAD	W	36.427716	3.535185	30.023777
BEAD	W	50.293709	53.106852	20.225028
BEAD	W	64.066854	2.828510	43.043603
BEAD	W	68.977124	68.614742	2.718895
BEAD	W	39.390075	53.402334	4.672691
BEAD	W	10.053235	67.408879	23.282964
BEAD	W	10.819310	36.959534	7.163578
BEAD	W	18.589093	17.396965	12.309204
BEAD	W	60.463499	18.765507	26.749561
BEAD	W	18.357460	54.594345	2.954885
BEAD	W	58.565651	71.422010	51.023500
BEAD	W	17.585093	25.711473	46.148310
BEAD	W	66.821128	54.155193	12.597570
BEAD	W	25.228834	8.001482	4.562509
BEAD	W	14.215539	42.967847	29.298146
BEAD	W	18.127821	31.016735	33.347918
BEAD	W	44.332008	52.565554	14.652015
BEAD	W	34.082139	18.852449	62.533682
BEAD	W	25.349153	6.907192	43.032119
BEAD	W	59.753495	32.479179	1.752372
BEAD	W	42.121962	46.057350	64.678818
BEAD	W	39.570155	9.580387	32.621531
BEAD	W	65.954505	32.612650	4.266279
BEAD	W	20.623242	46.927931	7.730141
BEAD	W	54.466976	59.478480	71.786936
